Using field units, Initial reservoir pressure [psi]: ,0,,,,,,,,
,Well_1A,Well_10A,Well_11A,Well_3A,Well_5A,Well_6A,Well_7A,Well_9A,Well_2A,Well_4A
Time,BHP,BHP,BHP,BHP,BHP,BHP,BHP,BHP,BHP,BHP
hours,psi,psi,psi,psi,psi,psi,psi,psi,psi,psi
298.6154791,2351.197227,,1617.715793,,,,,1342.058052,1378.319467,
298.6157722,,,,,1602.484114,1309.394973,1747.89208,,,
298.6922107,2337.071637,,1618.048364,2195.644537,1609.777022,1324.026604,1747.721609,1338.959507,1378.395677,2195.644537
298.7680557,,2120.370678,1617.833667,,1612.343633,1338.414204,1748.101825,1340.246343,,
298.7683463,2348.727024,,,2195.718684,,,,,1378.350039,2195.718684
298.8443695,2345.648795,2120.970153,1618.074613,2196.421227,1620.886352,1343.793153,1748.698546,1341.203034,1378.405207,2196.421227
298.9208937,2343.087828,2120.657891,1617.698078,2196.98983,1627.253933,1311.277579,1748.812307,1340.682719,1378.43873,2196.98983
299.0081455,2355.858858,2120.560266,,2196.684221,1641.357856,1276.003357,1748.973653,1341.003678,1378.477937,2196.684221
299.097058,2335.480614,2121.189476,1618.231747,2196.577691,1650.064401,1283.57865,1749.822032,1342.076948,1378.511567,2196.577691
299.1870034,2357.694856,2120.36194,1618.402139,2196.875761,1654.44507,1295.114682,1749.947398,1342.285139,1378.631379,2196.875761
299.2754858,2335.038637,2120.687182,1619.002005,2197.262312,1655.478935,1306.137031,1749.786865,1339.190417,1378.577399,2197.262312
299.3604665,2356.748711,2121.284062,1618.546543,2197.523732,1647.135524,1310.591197,1750.043494,1341.172705,1378.62372,2197.523732
299.4378069,2345.34406,,,2197.246209,1643.087696,1320.282358,,,1378.708575,2197.246209
299.4381088,,2120.737885,,,,,,1342.887242,,
299.5277815,2349.980888,2120.869892,1618.772187,2197.8368,1639.197531,1335.485448,1750.532736,1340.247821,1378.780237,2197.8368
299.6172402,2352.510819,,,,1621.3026,1346.965523,1750.722565,,1378.759024,
299.6183785,,2121.476534,1618.356214,,,,,1339.867331,,
299.6959508,2341.655622,2120.998634,1618.772695,2198.233686,1603.895918,1312.823405,1750.905793,1341.856971,1378.8538,2198.233686
299.7781292,2350.570318,2121.408121,1619.373563,2198.589401,1601.395881,1277.94849,1751.924374,1343.025803,1378.855157,2198.589401
299.8606236,2330.646702,,,2198.58263,1609.159984,1277.060412,1751.55022,,1378.886515,2198.58263
299.8609144,,,1619.123555,,,,,1340.389492,,
299.9397562,2353.086853,,1619.702307,,1615.799826,1290.401836,1751.428985,1341.517009,1378.917582,
300.0250684,,,,,1613.534529,1305.637063,1751.595018,,,
300.0253699,2333.888205,2121.316649,1619.99135,2198.979207,,,,1343.05622,1378.961122,2198.979207
300.1137765,,2121.397384,1620.064107,,,,,1340.12635,,
300.1140787,2352.781346,,,2198.468972,1604.270033,1309.173351,1751.886455,,1378.995088,2198.468972
300.1958489,2339.384217,,,2198.858427,1595.255909,1312.89182,1752.23866,,1379.040704,2198.858427
300.1961007,,,1620.304296,,,,,1339.526284,,
300.2829772,,,,,1598.001464,1332.064558,,,,
300.2832313,2345.990003,2121.372646,1619.853375,2199.491724,,,,1341.160322,1379.159529,2199.491724
300.3612388,,2121.435297,1619.93588,,,,,1341.896245,,
300.3615151,2345.046913,,,2199.693417,1619.144238,1344.87952,1752.929204,,1379.157067,2199.693417
300.4447678,,,,,1647.32366,1317.354747,1752.649274,,,
300.4450253,2341.067206,2121.387043,1620.101145,2199.695435,,,,1340.855781,1379.256385,2199.695435
300.5262477,2349.965158,2121.69288,1619.963849,2200.219299,1667.273257,1281.631897,1752.499695,1342.738084,1379.261842,2200.219299
300.604814,2335.900528,2121.805014,1620.243995,2200.291355,1660.001492,1271.622592,1752.958416,1341.206623,1379.219911,2200.291355
300.6845906,2357.499433,2121.526454,,2200.509186,1636.354801,1286.038129,,1340.770046,1379.286515,2200.509186
300.7674058,2336.017769,2121.553938,1620.085388,2200.726796,1640.209665,1304.293416,1753.292054,1340.739808,1379.388229,2200.726796
300.8511738,2356.671104,2121.800136,1620.310189,2200.563524,1657.732011,1309.025176,1753.089696,1340.942093,1379.330538,2200.563524
300.9279904,2341.366705,2121.835098,1620.597908,2200.687211,1644.285542,1308.417644,1753.561084,1341.326744,1379.442075,2200.687211
301.0111358,2352.258464,2121.608564,,2201.06694,1635.650558,1330.652076,1753.966438,1341.204196,1379.48906,2201.06694
301.0884549,,2121.505616,1621.066713,2201.365165,1610.177679,1341.740661,1754.337503,1340.721775,1379.546323,2201.365165
301.1771167,2343.053003,2122.07071,1621.487337,2201.245071,1600.322283,1321.289603,1754.643535,1341.797979,1379.473811,2201.245071
301.2600524,2357.039576,2122.802353,1621.283244,2201.863988,1610.080634,1288.49322,1754.459735,1340.823147,1379.575708,2201.863988
301.3489243,2336.869459,2122.172206,1621.502853,,1611.877712,1270.914046,1754.838263,,1379.580414,
301.4299299,2351.631905,,,2202.052819,1611.482887,1285.650148,1754.820355,,1379.630229,2202.052819
301.4301929,,2122.485962,,,,,,1340.982705,,
301.5086242,2330.879313,2122.363331,1621.482542,2201.798221,1608.072574,1302.327203,1755.017489,1341.158044,1379.633586,2201.798221
301.590033,2349.834814,2122.645068,1621.706883,2202.045573,1609.973687,1311.267958,1754.909364,1340.601754,1379.673392,2202.045573
301.6709478,2338.412502,,,2202.27351,,,,,1379.656149,2202.27351
301.671207,,,1622.241053,,1608.938174,1305.463159,1755.641302,1340.419105,,
301.7552406,2349.349454,,,,1612.984277,1329.922601,1755.706824,1341.568457,1379.804107,
301.8468084,2344.852337,2122.284867,,2202.692019,1624.377701,1339.58496,1756.111827,1341.116729,1379.78082,2202.692019
301.9330211,2341.154112,,,,1642.594731,1326.893521,1755.755128,,1379.771992,
301.9332716,,2122.792815,1622.433182,,,,,1341.020671,,
302.0166364,2350.270914,,1622.277853,2203.360678,1652.278435,1298.349137,,1342.588191,1379.845984,2203.360678
302.1029537,2333.589325,2122.496247,1622.630262,2203.583948,1649.876008,1271.748145,1756.408994,1343.055262,1379.918514,2203.583948
302.1877514,2352.819059,2122.366503,1622.497592,2203.472841,1645.880735,1283.588277,1756.674505,1340.775556,1379.97291,2203.472841
302.278599,2330.198121,2122.568642,1622.954666,2203.667254,1645.165694,1297.650259,1756.729788,1340.133223,1380.006517,2203.667254
302.3584118,2356.670835,,,2203.881104,1648.345825,1313.25578,1757.02462,1340.739998,1380.072951,2203.881104
302.4456752,2338.496804,2122.39033,1623.376329,2204.195532,1632.469444,1308.204398,1757.111828,1341.232381,1380.036985,2204.195532
302.5248616,2352.167496,2122.563681,1622.902597,2204.387372,1617.783467,1325.274716,1757.23946,1339.893122,1380.039843,2204.387372
302.6133208,2346.559856,2122.586417,1622.782466,2204.288552,1605.173379,1336.792261,1757.999018,1340.930178,1380.108838,2204.288552
302.6989619,2345.138368,2122.70131,1623.527804,2204.438929,1609.041435,1339.632253,1757.830563,1342.905778,1380.161763,2204.438929
302.7828207,2353.477011,,,,1613.672735,1306.84571,1757.885646,,1380.168289,
302.7831159,,,1623.192763,,,,,1342.151657,,
302.8692339,2337.364785,2122.634299,1623.642208,2204.969353,1612.388504,1271.774431,1758.425867,1341.48091,1380.245846,2204.969353
302.9528269,2358.300141,2122.98519,1623.903395,2205.311253,1610.682984,1280.423704,1758.127877,1342.575439,1380.254917,2205.311253
303.0320226,2334.859526,2122.644675,1624.092835,,1609.13923,1293.47621,1759.102614,1340.832333,1380.301771,
303.1136945,2354.795855,2122.961125,1623.692886,2205.194748,1612.965672,1310.805239,1758.983463,1340.326432,1380.348129,2205.194748
303.1990058,2336.099707,2122.938559,1624.237881,2205.733129,1616.989365,1309.421978,1759.199171,1340.874841,1380.443942,2205.733129
303.2845182,,2122.990171,1624.53128,,1627.627475,1318.738355,1759.379598,1341.173201,,
303.2848198,2350.28146,,,2206.001949,,,,,1380.394306,2206.001949
303.3747067,,2122.710803,1624.78104,,1636.811508,1332.470378,,1341.111289,,
303.3750044,2345.759927,,,2205.883836,,,,,1380.502721,2205.883836
303.4569917,2344.947579,2123.234692,1624.641446,2206.09194,1643.020899,1342.711258,1759.591655,1342.077245,1380.516707,2206.09194
303.5465488,2353.075532,2123.1153,,2206.2805,1645.179826,1304.234712,,1341.525036,1380.594611,2206.2805
303.622393,2336.899081,2122.946017,1625.601794,2206.647875,1646.653472,1271.589947,1759.79371,1340.961207,1380.615396,2206.647875
303.7062429,2357.437063,2123.368011,1624.976822,2207.084383,1648.893593,1277.264204,1760.012904,,1380.602811,2207.084383
303.7829962,2329.961695,2123.159408,1625.008384,2206.893227,1634.141961,1292.142164,1760.003496,1340.354254,1380.673272,2206.893227
303.8694077,2354.962365,2123.072805,1625.205379,2207.048702,1625.93091,1297.630428,1761.011909,1339.512491,1380.701503,2207.048702
303.9546659,2334.999816,2123.453904,1625.208347,2207.157835,1624.72828,1306.850004,1760.649792,1340.982473,1380.712673,2207.157835
304.029722,2352.235441,,1626.193337,2207.054427,1614.478224,1316.564471,1760.968403,1340.397396,1380.846882,2207.054427
304.1127465,2347.380394,2123.390572,1626.30143,2207.65046,1613.348991,1328.306615,1760.804816,1340.953916,1380.797106,2207.65046
304.1925482,2345.961373,2123.736583,1626.402974,2208.084903,1614.306298,1325.665393,1761.388178,1340.454283,1380.909486,2208.084903
304.2816272,2355.294175,2123.47557,1626.101623,2208.385797,1614.854418,1296.680764,1761.624293,1340.814962,1380.895766,2208.385797
304.3664659,2337.557902,2123.822626,1626.331847,2208.550407,1611.536435,1265.190472,1761.740476,1341.258036,1380.932565,2208.550407
304.4513351,2360.633023,2123.346737,1625.971638,,1612.871893,1290.543107,1762.296762,,1380.964473,
304.5289697,2334.544899,2123.565184,1626.559403,2209.091289,1610.872738,1303.888956,,1340.672408,1381.103933,2209.091289
304.611403,2361.165569,,1626.496785,2208.782219,,,,1339.761184,1381.026293,2208.782219
304.6116837,,,,,1615.197159,1307.047379,1761.983754,,,
304.6973445,2344.662607,,,2209.222374,1622.778833,1295.860665,1762.70216,,1381.092334,2209.222374
304.6976215,,2123.365588,1626.984699,,,,,1341.127997,,
304.7842387,2353.283527,,,,1638.651372,1319.905296,1761.994829,,1381.116011,
304.7844957,,2123.686643,1626.53474,,,,,1340.216264,,
304.8742976,2351.95045,2123.79442,1626.903975,2209.014,1650.137517,1337.701049,1762.620736,,1381.15626,2209.014
304.9615558,2342.2849,,1627.124379,2209.33094,1647.923237,1326.498665,1763.03286,1340.876107,1381.234074,2209.33094
305.0495926,2357.302802,2124.081787,1627.374059,2210.039405,1637.455442,1269.575336,1762.707055,1340.833452,1381.225727,2210.039405
305.1335548,2334.950573,2124.28385,1627.030357,2209.862613,1639.782152,1285.722159,1763.515448,1340.708683,1381.274089,2209.862613
305.2137762,2360.130566,2123.611312,1627.877225,2210.095317,1643.414849,1302.016814,1763.435897,1340.606856,1381.30568,2210.095317
305.2893938,2337.239339,,1627.642447,2210.251525,1626.959525,1326.086467,1763.575322,1342.868907,1381.382357,2210.251525
305.3792482,2358.381995,2124.077926,1628.214383,2210.448172,1618.158395,1305.393137,1763.792879,1342.197726,1381.478902,2210.448172
305.4646906,2345.318763,2123.437822,,,,,,1339.637286,1381.431224,
305.4649523,,,,,1613.917647,1301.071917,1763.822157,,,
305.551105,2348.991094,2124.396926,1628.110671,2210.651304,1618.281527,1335.636605,,1340.330019,1381.441577,2210.651304
305.6409269,2350.133454,2123.997278,,2211.174573,1623.215756,1344.421062,1764.140263,1341.172205,1381.515155,2211.174573
305.7244259,,2124.695012,1628.346488,,,,,1339.618957,,
305.7247307,2341.100527,,,2211.269133,1615.64566,1331.991292,1764.146821,,1381.622683,2211.269133
305.8102724,2357.831919,,,2211.73147,1604.627596,1267.44446,1764.142945,,1381.626924,2211.73147
305.8105617,,2124.34331,1628.475119,,,,,1340.78146,,
305.8981639,2335.186494,2124.430839,1628.328403,2211.354162,1600.097108,1304.906302,1764.35148,1341.156168,1381.59498,2211.354162
305.9881499,2361.846078,2124.260867,1628.84849,2211.87193,,,,1340.988845,1381.638574,2211.87193
305.9884216,,,,,1609.733163,1313.429256,1764.778431,,,
306.0742171,,2124.992251,1629.127198,,1624.277953,1333.31157,1765.154288,1340.757231,,
306.0745065,2337.052689,,,2212.009173,,,,,1381.722105,2212.009173
306.1534208,2356.972231,2124.152844,,,1638.504278,1301.435916,1765.416148,1342.255992,1381.700494,
306.2353886,2345.581718,,,2212.403271,1640.083417,1310.237066,1765.247532,,1381.760901,2212.403271
306.2356801,,2124.662557,1629.264659,,,,,1340.024094,,
306.3132811,2351.428976,2124.320415,1629.582226,,1634.675518,1343.632931,1765.650733,1340.285249,1381.784218,
306.3972309,2355.002066,2124.563482,1629.95381,2212.509734,1641.523325,1345.664471,,1340.747054,1381.875333,2212.509734
306.4863748,2343.245597,2124.870066,1630.895163,2212.630095,1642.521946,1337.525201,1765.752391,1341.845823,1381.874094,2212.630095
306.5745793,2361.767952,,,2212.93824,,,,,1381.886584,2212.93824
306.5748402,,,1630.494235,,1638.95586,1279.774862,1766.337661,1341.022796,,
306.6534174,2338.296378,2125.12863,1630.80115,2212.72164,1630.076695,1320.56869,,1341.114321,1381.94359,2212.72164
306.7435611,2361.30712,,1631.082753,2213.566963,1622.785275,1321.588518,1766.513895,,1382.052179,2213.566963
306.8223916,2339.666361,2124.952996,1630.927071,,1612.537966,1327.413119,,1342.449058,1382.101556,
306.9095688,2356.701847,2125.193758,1631.328489,2213.945189,1609.119114,1278.811003,1766.836345,1341.181692,1382.148172,2213.945189
306.9932585,2350.151521,2124.949846,1631.611772,2213.433111,1605.922785,1317.683396,1767.300625,1339.456044,1382.091064,2213.433111
307.0767294,2350.736091,2125.146223,1632.10787,2214.094717,1606.109649,1347.465309,1767.289696,1341.20731,1382.09989,2214.094717
307.1628277,2359.440757,2124.941443,1631.95952,2213.74031,1604.717026,1353.494067,1767.428035,1340.2822,1382.132814,2213.74031
307.2483954,2339.532407,2125.25231,1632.100863,2214.027881,1605.09905,1348.526839,1767.703454,1340.998146,1382.243011,2214.027881
307.3286452,2357.776012,2125.042395,1632.700151,2214.248456,1606.476125,1295.936901,1768.109664,1343.017995,1382.299762,2214.248456
307.4072341,2332.973796,2124.998983,1632.853283,2214.688024,1608.935759,1332.459836,1767.824783,1343.40163,1382.30263,2214.688024
307.485607,2357.267488,2125.461413,1632.907716,2214.812212,1617.499703,1334.592406,1767.5391,1341.262841,1382.297294,2214.812212
307.5725634,2338.534441,,1633.397616,2215.067995,1629.322594,1318.238069,1767.831385,1340.621173,1382.367371,2215.067995
307.6575375,2356.0624,,1633.329466,2215.435126,1640.274773,1266.025868,1768.70331,1340.758712,1382.351046,2215.435126
307.7398297,2344.374581,2125.450985,1633.574115,,1647.809965,1313.991073,1768.559268,1340.16977,1382.425664,
307.828193,,,,,1648.432276,1338.092667,1768.321403,,,
307.8284478,2349.236337,2125.929711,1634.018546,2216.092272,,,,1341.057981,1382.441049,2216.092272
307.9045026,,2125.477682,1633.783385,,1644.661775,1352.525649,1768.811877,1342.235292,,
307.9047819,2352.065945,,,,,,,,1382.533065,
307.9942392,2340.278007,,,2216.781472,1639.736159,1310.20875,1768.772329,,1382.510061,2216.781472
307.9945391,,2125.711542,1634.106455,,,,,1342.94391,,
308.081415,2360.863807,,,2216.427703,1630.556678,1326.995878,1769.119656,,1382.599837,2216.427703
308.0816949,,2125.834282,1634.693844,,,,,1342.815576,,
308.1661422,2334.293176,2125.565632,1634.293996,2216.345398,,,,1340.663936,1382.622773,2216.345398
308.1663955,,,,,1621.29889,1346.27424,1768.794849,,,
308.2481166,2363.053544,2125.737843,1634.676717,2216.746281,1613.78163,1345.016786,1768.962317,1342.660198,1382.719626,2216.746281
308.3388663,2343.610027,2125.934665,1634.52333,2216.530622,1600.635876,1291.392297,1769.416543,1342.1245,1382.678396,2216.530622
308.4207112,2357.791926,2126.014195,,2216.917611,1600.347001,1282.97276,1769.309475,1340.640645,1382.731819,2216.917611
308.5055983,2350.158034,2125.749051,1634.84546,2217.102159,1605.098872,1313.619179,1769.889143,1343.237724,1382.818165,2217.102159
308.5942638,2348.92247,2125.833807,1635.308905,2217.593028,1606.273969,1329.466629,1770.166865,1343.889273,1382.826387,2217.593028
308.6773785,2356.428959,2126.042301,1635.573407,2217.690312,1601.445179,1336.916381,1769.872201,,1382.867185,2217.690312
308.7524779,2341.879568,2125.656135,1635.579889,2217.76967,1601.774652,1301.495846,1770.38149,1343.197892,1382.901983,2217.76967
308.8307956,2360.387438,2126.004106,1635.449867,2217.732163,1602.845297,1336.342828,1770.442313,1342.330748,1382.946105,2217.732163
308.9134866,2337.383263,2126.057533,1636.210059,2217.976524,1611.425418,1358.706482,1770.618066,1342.112138,1382.995416,2217.976524
309.0023196,2358.145417,2125.848398,,2218.231093,1626.073237,1357.386119,1770.96391,1342.353696,1383.005463,2218.231093
309.0855051,2338.799439,2125.788656,1636.408354,,1644.350301,1299.41825,1770.993557,1342.669408,1382.97677,
309.1662913,2352.422982,2125.891529,1636.714382,2218.553998,1657.257652,1296.426349,1771.186709,,1383.025626,2218.553998
309.2447289,2348.108593,2125.468968,,,,,,1343.819849,1383.175098,
309.2450133,,,,,1657.299708,1325.603805,1771.247312,,,
309.3241809,,2125.91861,1636.778197,2218.730563,1652.736761,1339.413061,1771.635985,1343.587799,1383.185261,2218.730563
309.3994775,2355.351412,,,2219.071397,1650.48237,1333.286335,,1343.827892,1383.165541,2219.071397
309.4892235,2338.393647,,,2218.979173,1647.974665,1296.417605,1772.316305,,1383.246257,2218.979173
309.4895251,,2125.771619,1637.075821,,,,,1343.039457,,
309.5745285,,2126.067478,1636.891272,,1633.53014,1331.75095,1772.551501,1342.264726,,
309.5747821,2357.520424,,,2219.170973,,,,,1383.296098,2219.170973
309.651841,2333.399133,2126.19081,1637.240149,2219.772443,,,,1341.762606,1383.276876,2219.772443
309.6521163,,,,,1620.718998,1355.423724,1772.786701,,,
309.7362292,2357.255635,2126.068642,1637.641978,2219.629987,1601.199769,1362.408042,,1341.947651,1383.392919,2219.629987
309.8222095,,2126.274602,1637.546731,,,,,1343.234953,,
309.8224642,2337.19613,,,2219.632319,1600.80135,1300.864372,,,1383.41734,2219.632319
309.9107809,2356.757124,,1637.802185,2220.167682,1610.492055,1311.63955,1772.733806,1343.602491,1383.386045,2220.167682
309.9924233,2349.428796,2126.143209,1638.083759,2220.024026,1609.575778,1328.233053,1772.726958,1343.481341,1383.502693,2220.024026
310.0763569,2349.780059,,1637.798931,2220.228888,1607.386576,1343.798313,1772.955044,1345.153075,1383.552452,2220.228888
310.1632855,2355.993929,2126.290354,1637.798458,2220.826518,1601.652418,1316.318931,1773.293136,1343.900409,1383.530126,2220.826518
310.2458494,2339.468157,,1638.209529,2220.493303,1599.830862,1289.829441,,1341.037152,1383.655643,2220.493303
310.3365666,2360.36792,2126.072953,1638.376834,2220.648309,1603.724854,1334.274996,1773.734795,1341.868804,1383.696927,2220.648309
